,0
UP.districts.Etah.delta7.vaccinated1,16622
UP.districts.Etah.delta7.vaccinated2,25756
UP.districts.Etah.meta.population,1761152
UP.districts.Etah.meta.tested.date,2021-01-31
UP.districts.Etah.total.confirmed,9968
UP.districts.Etah.total.deceased,99
UP.districts.Etah.total.recovered,9868
UP.districts.Etah.total.tested,263295
UP.districts.Etah.total.vaccinated1,788675
UP.districts.Etah.total.vaccinated2,213371
UP.districts.Etawah.delta.vaccinated1,873
UP.districts.Etawah.delta.vaccinated2,984
UP.districts.Etawah.delta7.vaccinated1,52312
UP.districts.Etawah.delta7.vaccinated2,35349
UP.districts.Etawah.meta.population,1579160
UP.districts.Etawah.meta.tested.date,2021-01-10
UP.districts.Etawah.total.confirmed,13933
UP.districts.Etawah.total.deceased,293
UP.districts.Etawah.total.recovered,13640
UP.districts.Etawah.total.tested,297761
UP.districts.Etawah.total.vaccinated1,708258
UP.districts.Etawah.total.vaccinated2,253661
UP.districts.Farrukhabad.delta.vaccinated1,81
UP.districts.Farrukhabad.delta.vaccinated2,439
UP.districts.Farrukhabad.delta7.confirmed,1
UP.districts.Farrukhabad.delta7.vaccinated1,15703
UP.districts.Farrukhabad.delta7.vaccinated2,28433
UP.districts.Farrukhabad.meta.population,1887577
UP.districts.Farrukhabad.meta.tested.date,2021-01-10
UP.districts.Farrukhabad.total.confirmed,10348
UP.districts.Farrukhabad.total.deceased,194
UP.districts.Farrukhabad.total.recovered,10153
UP.districts.Farrukhabad.total.tested,231856
UP.districts.Farrukhabad.total.vaccinated1,833824
UP.districts.Farrukhabad.total.vaccinated2,229745
UP.districts.Fatehpur.delta.vaccinated1,53
UP.districts.Fatehpur.delta.vaccinated2,168
UP.districts.Fatehpur.delta7.confirmed,1
UP.districts.Fatehpur.delta7.vaccinated1,13675
UP.districts.Fatehpur.delta7.vaccinated2,42615
UP.districts.Fatehpur.meta.population,2632684
UP.districts.Fatehpur.meta.tested.date,2021-01-10
UP.districts.Fatehpur.total.confirmed,6814
UP.districts.Fatehpur.total.deceased,139
UP.districts.Fatehpur.total.recovered,6674
UP.districts.Fatehpur.total.tested,82928
UP.districts.Fatehpur.total.vaccinated1,1246314
UP.districts.Fatehpur.total.vaccinated2,410120
UP.districts.Firozabad.delta.vaccinated1,5881
UP.districts.Firozabad.delta.vaccinated2,3105
UP.districts.Firozabad.delta7.vaccinated1,66838
UP.districts.Firozabad.delta7.vaccinated2,47728
UP.districts.Firozabad.meta.population,2496761
UP.districts.Firozabad.meta.tested.date,2021-01-31
UP.districts.Firozabad.total.confirmed,8720
UP.districts.Firozabad.total.deceased,135
UP.districts.Firozabad.total.recovered,8585
UP.districts.Firozabad.total.tested,322656
UP.districts.Firozabad.total.vaccinated1,1005224
UP.districts.Firozabad.total.vaccinated2,328351
UP.districts.Gautam Buddha Nagar.delta.confirmed,1
UP.districts.Gautam Buddha Nagar.delta.recovered,2
UP.districts.Gautam Buddha Nagar.delta.vaccinated1,100
UP.districts.Gautam Buddha Nagar.delta.vaccinated2,816
UP.districts.Gautam Buddha Nagar.delta21_14.confirmed,11
UP.districts.Gautam Buddha Nagar.delta7.confirmed,6
UP.districts.Gautam Buddha Nagar.delta7.recovered,13
UP.districts.Gautam Buddha Nagar.delta7.vaccinated1,22023
UP.districts.Gautam Buddha Nagar.delta7.vaccinated2,43162
UP.districts.Gautam Buddha Nagar.meta.population,1674714
UP.districts.Gautam Buddha Nagar.meta.tested.date,2021-01-24
UP.districts.Gautam Buddha Nagar.total.confirmed,63353
UP.districts.Gautam Buddha Nagar.total.deceased,467
UP.districts.Gautam Buddha Nagar.total.recovered,62876
UP.districts.Gautam Buddha Nagar.total.tested,675396
UP.districts.Gautam Buddha Nagar.total.vaccinated1,1799728
UP.districts.Gautam Buddha Nagar.total.vaccinated2,974353
UP.districts.Ghaziabad.delta.confirmed,1
UP.districts.Ghaziabad.delta.vaccinated1,3698
UP.districts.Ghaziabad.delta.vaccinated2,4330
UP.districts.Ghaziabad.delta21_14.confirmed,4
UP.districts.Ghaziabad.delta7.confirmed,3
UP.districts.Ghaziabad.delta7.recovered,2
UP.districts.Ghaziabad.delta7.vaccinated1,47837
UP.districts.Ghaziabad.delta7.vaccinated2,71692
UP.districts.Ghaziabad.meta.population,4661452
UP.districts.Ghaziabad.meta.tested.date,2021-01-24
UP.districts.Ghaziabad.total.confirmed,55673
UP.districts.Ghaziabad.total.deceased,461
UP.districts.Ghaziabad.total.recovered,55207
UP.districts.Ghaziabad.total.tested,712611
UP.districts.Ghaziabad.total.vaccinated1,2247039
UP.districts.Ghaziabad.total.vaccinated2,1071908
UP.districts.Ghazipur.delta.vaccinated1,241
UP.districts.Ghazipur.delta.vaccinated2,524
UP.districts.Ghazipur.delta21_14.confirmed,1
UP.districts.Ghazipur.delta7.recovered,2
UP.districts.Ghazipur.delta7.vaccinated1,22615
UP.districts.Ghazipur.delta7.vaccinated2,43797
UP.districts.Ghazipur.meta.population,3622727
UP.districts.Ghazipur.meta.tested.date,2021-01-31
UP.districts.Ghazipur.total.confirmed,21641
UP.districts.Ghazipur.total.deceased,282
UP.districts.Ghazipur.total.recovered,21359
UP.districts.Ghazipur.total.tested,265737
UP.districts.Ghazipur.total.vaccinated1,1690195
UP.districts.Ghazipur.total.vaccinated2,509886
UP.districts.Gonda.delta.vaccinated1,40
UP.districts.Gonda.delta.vaccinated2,1698
UP.districts.Gonda.delta7.vaccinated1,22042
UP.districts.Gonda.delta7.vaccinated2,51150
UP.districts.Gonda.meta.population,3431386
UP.districts.Gonda.meta.tested.date,2021-01-31
UP.districts.Gonda.total.confirmed,12282
UP.districts.Gonda.total.deceased,266
UP.districts.Gonda.total.recovered,12016
UP.districts.Gonda.total.tested,241234
UP.districts.Gonda.total.vaccinated1,1604382
UP.districts.Gonda.total.vaccinated2,555773
UP.districts.Gorakhpur.delta.recovered,1
UP.districts.Gorakhpur.delta.vaccinated1,96
UP.districts.Gorakhpur.delta.vaccinated2,377
UP.districts.Gorakhpur.delta21_14.confirmed,3
UP.districts.Gorakhpur.delta7.confirmed,1
UP.districts.Gorakhpur.delta7.recovered,4
UP.districts.Gorakhpur.delta7.vaccinated1,33169
UP.districts.Gorakhpur.delta7.vaccinated2,69539
UP.districts.Gorakhpur.meta.population,4436275
UP.districts.Gorakhpur.meta.tested.date,2021-01-31
UP.districts.Gorakhpur.total.confirmed,59439
UP.districts.Gorakhpur.total.deceased,848
UP.districts.Gorakhpur.total.recovered,58588
UP.districts.Gorakhpur.total.tested,480536
UP.districts.Gorakhpur.total.vaccinated1,2347051
UP.districts.Gorakhpur.total.vaccinated2,889085
UP.districts.Hamirpur.delta.vaccinated1,3
UP.districts.Hamirpur.delta7.vaccinated1,11985
UP.districts.Hamirpur.delta7.vaccinated2,14350
UP.districts.Hamirpur.meta.population,1104021
UP.districts.Hamirpur.meta.tested.date,2021-01-10
UP.districts.Hamirpur.total.confirmed,5232
UP.districts.Hamirpur.total.deceased,102
UP.districts.Hamirpur.total.recovered,5130
UP.districts.Hamirpur.total.tested,240382
UP.districts.Hamirpur.total.vaccinated1,561456
UP.districts.Hamirpur.total.vaccinated2,185949
UP.districts.Hapur.delta.vaccinated1,127
UP.districts.Hapur.delta.vaccinated2,307
UP.districts.Hapur.delta7.recovered,2
UP.districts.Hapur.delta7.vaccinated1,15823
UP.districts.Hapur.delta7.vaccinated2,21964
UP.districts.Hapur.meta.population,1338211
UP.districts.Hapur.meta.tested.date,2021-01-03
UP.districts.Hapur.total.confirmed,12638
UP.districts.Hapur.total.deceased,217
UP.districts.Hapur.total.recovered,12421
UP.districts.Hapur.total.tested,299725
UP.districts.Hapur.total.vaccinated1,658863
UP.districts.Hapur.total.vaccinated2,254519
UP.districts.Hardoi.delta.vaccinated1,221
UP.districts.Hardoi.delta.vaccinated2,594
UP.districts.Hardoi.delta7.vaccinated1,29546
UP.districts.Hardoi.delta7.vaccinated2,66612
UP.districts.Hardoi.meta.population,4091380
UP.districts.Hardoi.meta.tested.date,2021-01-30
UP.districts.Hardoi.total.confirmed,13755
UP.districts.Hardoi.total.deceased,349
UP.districts.Hardoi.total.recovered,13406
UP.districts.Hardoi.total.tested,224784
UP.districts.Hardoi.total.vaccinated1,1852490
UP.districts.Hardoi.total.vaccinated2,537647
UP.districts.Hathras.delta.vaccinated2,1
UP.districts.Hathras.delta7.vaccinated1,16507
UP.districts.Hathras.delta7.vaccinated2,25542
UP.districts.Hathras.meta.population,1565678
UP.districts.Hathras.meta.tested.date,2021-01-31
UP.districts.Hathras.total.confirmed,2920
UP.districts.Hathras.total.deceased,43
UP.districts.Hathras.total.recovered,2877
UP.districts.Hathras.total.tested,260525
UP.districts.Hathras.total.vaccinated1,701190
UP.districts.Hathras.total.vaccinated2,234481
UP.districts.Jalaun.delta.vaccinated1,18
UP.districts.Jalaun.delta.vaccinated2,30
UP.districts.Jalaun.delta21_14.confirmed,2
UP.districts.Jalaun.delta7.confirmed,3
UP.districts.Jalaun.delta7.vaccinated1,14119
UP.districts.Jalaun.delta7.vaccinated2,21614
UP.districts.Jalaun.meta.population,1670718
UP.districts.Jalaun.meta.tested.date,2021-01-10
UP.districts.Jalaun.total.confirmed,11687
UP.districts.Jalaun.total.deceased,202
UP.districts.Jalaun.total.recovered,11482
UP.districts.Jalaun.total.tested,221719
UP.districts.Jalaun.total.vaccinated1,819651
UP.districts.Jalaun.total.vaccinated2,251406
UP.districts.Jaunpur.delta.vaccinated1,209
UP.districts.Jaunpur.delta.vaccinated2,3689
UP.districts.Jaunpur.delta7.recovered,2
UP.districts.Jaunpur.delta7.vaccinated1,41689
UP.districts.Jaunpur.delta7.vaccinated2,67101
UP.districts.Jaunpur.meta.population,4476072
UP.districts.Jaunpur.meta.tested.date,2021-01-20
UP.districts.Jaunpur.total.confirmed,22584
UP.districts.Jaunpur.total.deceased,235
UP.districts.Jaunpur.total.recovered,22349
UP.districts.Jaunpur.total.tested,322824
UP.districts.Jaunpur.total.vaccinated1,2189622
UP.districts.Jaunpur.total.vaccinated2,667013
UP.districts.Jhansi.delta.confirmed,1
UP.districts.Jhansi.delta.vaccinated1,14
UP.districts.Jhansi.delta.vaccinated2,14
UP.districts.Jhansi.delta7.confirmed,1
UP.districts.Jhansi.delta7.vaccinated1,10719
UP.districts.Jhansi.delta7.vaccinated2,25914
UP.districts.Jhansi.meta.population,2000755
UP.districts.Jhansi.meta.tested.date,2020-11-26
UP.districts.Jhansi.total.confirmed,36556
UP.districts.Jhansi.total.deceased,663
UP.districts.Jhansi.total.recovered,35892
UP.districts.Jhansi.total.tested,312540
UP.districts.Jhansi.total.vaccinated1,1132511
UP.districts.Jhansi.total.vaccinated2,379818
UP.districts.Kannauj.delta.vaccinated1,82
UP.districts.Kannauj.delta.vaccinated2,431
UP.districts.Kannauj.delta21_14.confirmed,2
UP.districts.Kannauj.delta7.vaccinated1,24440
UP.districts.Kannauj.delta7.vaccinated2,44639
UP.districts.Kannauj.meta.population,1658005
UP.districts.Kannauj.meta.tested.date,2021-01-10
UP.districts.Kannauj.total.confirmed,9231
UP.districts.Kannauj.total.deceased,114
UP.districts.Kannauj.total.recovered,9115
UP.districts.Kannauj.total.tested,124019
UP.districts.Kannauj.total.vaccinated1,755119
UP.districts.Kannauj.total.vaccinated2,257048
UP.districts.Kanpur Dehat.delta.vaccinated1,47
UP.districts.Kanpur Dehat.delta.vaccinated2,85
UP.districts.Kanpur Dehat.delta7.vaccinated1,27985
UP.districts.Kanpur Dehat.delta7.vaccinated2,38783
UP.districts.Kanpur Dehat.meta.population,1795092
UP.districts.Kanpur Dehat.meta.tested.date,2021-01-10
UP.districts.Kanpur Dehat.total.confirmed,6197
UP.districts.Kanpur Dehat.total.deceased,110
UP.districts.Kanpur Dehat.total.recovered,6087
UP.districts.Kanpur Dehat.total.tested,344697
UP.districts.Kanpur Dehat.total.vaccinated1,923661
UP.districts.Kanpur Dehat.total.vaccinated2,290898
UP.districts.Kanpur Nagar.delta.vaccinated1,38
UP.districts.Kanpur Nagar.delta.vaccinated2,96
UP.districts.Kanpur Nagar.delta7.confirmed,3
UP.districts.Kanpur Nagar.delta7.recovered,1
UP.districts.Kanpur Nagar.delta7.vaccinated1,64788
UP.districts.Kanpur Nagar.delta7.vaccinated2,66517
UP.districts.Kanpur Nagar.meta.population,4572951
UP.districts.Kanpur Nagar.meta.tested.date,2021-01-10
UP.districts.Kanpur Nagar.total.confirmed,82933
UP.districts.Kanpur Nagar.total.deceased,1905
UP.districts.Kanpur Nagar.total.recovered,81024
UP.districts.Kanpur Nagar.total.tested,685820
UP.districts.Kanpur Nagar.total.vaccinated1,2251558
UP.districts.Kanpur Nagar.total.vaccinated2,859280
UP.districts.Kasganj.delta.vaccinated1,51
UP.districts.Kasganj.delta.vaccinated2,29
UP.districts.Kasganj.delta7.vaccinated1,8148
UP.districts.Kasganj.delta7.vaccinated2,13675
UP.districts.Kasganj.meta.population,1438156
UP.districts.Kasganj.meta.tested.date,2021-01-31
UP.districts.Kasganj.total.confirmed,4250
UP.districts.Kasganj.total.deceased,53
UP.districts.Kasganj.total.recovered,4197
UP.districts.Kasganj.total.tested,271969
UP.districts.Kasganj.total.vaccinated1,608818
UP.districts.Kasganj.total.vaccinated2,147948
UP.districts.Kaushambi.delta.vaccinated1,94
UP.districts.Kaushambi.delta.vaccinated2,35
UP.districts.Kaushambi.delta7.confirmed,1
UP.districts.Kaushambi.delta7.vaccinated1,38263
UP.districts.Kaushambi.delta7.vaccinated2,28403
UP.districts.Kaushambi.meta.population,1596909
UP.districts.Kaushambi.meta.tested.date,2021-01-14
UP.districts.Kaushambi.total.confirmed,4424
UP.districts.Kaushambi.total.deceased,70
UP.districts.Kaushambi.total.recovered,4353
UP.districts.Kaushambi.total.tested,207064
UP.districts.Kaushambi.total.vaccinated1,760960
UP.districts.Kaushambi.total.vaccinated2,218775
UP.districts.Kushinagar.delta.vaccinated1,211
UP.districts.Kushinagar.delta.vaccinated2,585
UP.districts.Kushinagar.delta7.vaccinated1,16785
UP.districts.Kushinagar.delta7.vaccinated2,46465
UP.districts.Kushinagar.meta.population,3560830
UP.districts.Kushinagar.meta.tested.date,2021-01-30
UP.districts.Kushinagar.total.confirmed,15617
UP.districts.Kushinagar.total.deceased,228
UP.districts.Kushinagar.total.recovered,15389
UP.districts.Kushinagar.total.tested,314772
UP.districts.Kushinagar.total.vaccinated1,1632782
UP.districts.Kushinagar.total.vaccinated2,458054
UP.districts.Lakhimpur Kheri.delta.vaccinated1,1183
UP.districts.Lakhimpur Kheri.delta.vaccinated2,1370
UP.districts.Lakhimpur Kheri.delta7.confirmed,1
UP.districts.Lakhimpur Kheri.delta7.vaccinated1,46453
UP.districts.Lakhimpur Kheri.delta7.vaccinated2,51586
UP.districts.Lakhimpur Kheri.meta.population,4013634
UP.districts.Lakhimpur Kheri.meta.tested.date,2021-01-30
UP.districts.Lakhimpur Kheri.total.confirmed,24410
UP.districts.Lakhimpur Kheri.total.deceased,292
UP.districts.Lakhimpur Kheri.total.recovered,24117
UP.districts.Lakhimpur Kheri.total.tested,368533
UP.districts.Lakhimpur Kheri.total.vaccinated1,1829019
UP.districts.Lakhimpur Kheri.total.vaccinated2,382178
UP.districts.Lalitpur.delta.vaccinated1,4
UP.districts.Lalitpur.delta.vaccinated2,8
UP.districts.Lalitpur.delta7.confirmed,1
UP.districts.Lalitpur.delta7.vaccinated1,8010
UP.districts.Lalitpur.delta7.vaccinated2,13539
UP.districts.Lalitpur.meta.population,1218002
UP.districts.Lalitpur.meta.tested.date,2020-08-07
UP.districts.Lalitpur.total.confirmed,12742
UP.districts.Lalitpur.total.deceased,128
UP.districts.Lalitpur.total.recovered,12613
UP.districts.Lalitpur.total.tested,21781
UP.districts.Lalitpur.total.vaccinated1,627553
UP.districts.Lalitpur.total.vaccinated2,143519
UP.districts.Lucknow.delta.vaccinated1,10826
UP.districts.Lucknow.delta.vaccinated2,11083
UP.districts.Lucknow.delta21_14.confirmed,15
UP.districts.Lucknow.delta7.confirmed,10
UP.districts.Lucknow.delta7.recovered,10
UP.districts.Lucknow.delta7.vaccinated1,69404
UP.districts.Lucknow.delta7.vaccinated2,107763
UP.districts.Lucknow.meta.population,4588455
UP.districts.Lucknow.meta.tested.date,2020-12-13
UP.districts.Lucknow.total.confirmed,238839
UP.districts.Lucknow.total.deceased,2651
UP.districts.Lucknow.total.recovered,236165
UP.districts.Lucknow.total.tested,1237583
UP.districts.Lucknow.total.vaccinated1,3106658
UP.districts.Lucknow.total.vaccinated2,1488333
UP.districts.Maharajganj.delta.vaccinated1,53
UP.districts.Maharajganj.delta.vaccinated2,316
UP.districts.Maharajganj.delta21_14.confirmed,1
UP.districts.Maharajganj.delta7.vaccinated1,20643
UP.districts.Maharajganj.delta7.vaccinated2,36312
UP.districts.Maharajganj.meta.population,2665292
UP.districts.Maharajganj.meta.tested.date,2021-01-31
UP.districts.Maharajganj.total.confirmed,12440
UP.districts.Maharajganj.total.deceased,140
UP.districts.Maharajganj.total.recovered,12300
UP.districts.Maharajganj.total.tested,334716
UP.districts.Maharajganj.total.vaccinated1,1283534
UP.districts.Maharajganj.total.vaccinated2,372559
UP.districts.Mahoba.delta.vaccinated1,10
UP.districts.Mahoba.delta.vaccinated2,9
UP.districts.Mahoba.delta7.vaccinated1,4765
UP.districts.Mahoba.delta7.vaccinated2,8960
UP.districts.Mahoba.meta.population,876055
UP.districts.Mahoba.meta.tested.date,2021-01-10
UP.districts.Mahoba.total.confirmed,4268
UP.districts.Mahoba.total.deceased,86
UP.districts.Mahoba.total.recovered,4182
UP.districts.Mahoba.total.tested,142992
UP.districts.Mahoba.total.vaccinated1,444352
UP.districts.Mahoba.total.vaccinated2,148388
UP.districts.Mainpuri.delta.vaccinated1,647
UP.districts.Mainpuri.delta.vaccinated2,1354
UP.districts.Mainpuri.delta7.vaccinated1,31507
UP.districts.Mainpuri.delta7.vaccinated2,37443
UP.districts.Mainpuri.meta.population,1847194
UP.districts.Mainpuri.meta.tested.date,2021-01-31
UP.districts.Mainpuri.total.confirmed,10028
UP.districts.Mainpuri.total.deceased,182
UP.districts.Mainpuri.total.recovered,9846
UP.districts.Mainpuri.total.tested,228496
UP.districts.Mainpuri.total.vaccinated1,860461
